temperature,vibration,pressure,runtime_hours,machine_age,load_percentage,risk
73.51,2.9,3.2,9076.0,13.41,99.85,Medium
84.4,4.57,1.86,1244.38,4.13,63.49,Low
90.84,7.41,7.28,12895.53,6.93,44.22,High
95.71,2.99,5.58,7949.98,4.38,75.82,Medium
51.78,3.45,3.88,14263.4,7.55,26.28,Low
99.69,4.93,3.13,8339.19,2.28,77.99,Medium
47.33,2.5,4.08,11486.46,14.32,21.7,Low
62.57,5.5,3.1,14479.94,1.37,88.37,Medium
77.2,7.83,3.69,761.79,3.48,34.75,Low
79.61,6.11,1.22,11468.65,14.09,92.8,High
104.98,8.21,6.67,8905.28,11.48,47.28,High
73.21,4.13,6.1,11057.68,1.33,28.74,Low
106.91,8.43,3.01,14864.28,8.25,53.91,High
94.99,2.71,7.72,7063.25,14.89,39.06,Medium
63.25,6.3,2.92,14982.21,11.68,43.67,Medium
70.65,5.73,3.53,9922.53,11.85,84.82,Medium
45.8,3.11,5.63,12556.4,12.79,55.5,Medium
73.59,4.46,7.76,7255.1,12.74,37.43,Low
82.67,1.18,7.28,8316.57,14.32,55.24,Medium
94.79,2.85,7.08,1995.61,9.64,31.75,Medium
